time,week,day,date,home,home_xg,score,away_xg,away,attendance,venue,referee,home_link,away_link,match_link,report_link
12:30 (19:30),1,Sat,2016-08-13,Hull City,2–1,Leicester City,"21,037",Kingston Communications Stadium,Mike Dean,Match Report,,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/matches/78c3fc92/Hull-City-Leicester-City-August-13-2016-Premier-League,https://fbref.com/en/matches/78c3fc92/Hull-City-Leicester-City-August-13-2016-Premier-League
15:00 (22:00),1,Sat,2016-08-13,Everton,1–1,Tottenham,"39,494",Goodison Park,Martin Atkinson,Match Report,,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/fa337038/Everton-Tottenham-Hotspur-August-13-2016-Premier-League,https://fbref.com/en/matches/fa337038/Everton-Tottenham-Hotspur-August-13-2016-Premier-League
15:00 (22:00),1,Sat,2016-08-13,Burnley,0–1,Swansea City,"19,126",Turf Moor,Jonathan Moss,Match Report,,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/matches/09bf9607/Burnley-Swansea-City-August-13-2016-Premier-League,https://fbref.com/en/matches/09bf9607/Burnley-Swansea-City-August-13-2016-Premier-League
15:00 (22:00),1,Sat,2016-08-13,Crystal Palace,0–1,West Brom,"24,490",Selhurst Park,Craig Pawson,Match Report,,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/71e8ff6e/Crystal-Palace-West-Bromwich-Albion-August-13-2016-Premier-League,https://fbref.com/en/matches/71e8ff6e/Crystal-Palace-West-Bromwich-Albion-August-13-2016-Premier-League
15:00 (22:00),1,Sat,2016-08-13,Southampton,1–1,Watford,"31,488",St. Mary's Stadium,Roger East,Match Report,,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/matches/56319719/Southampton-Watford-August-13-2016-Premier-League,https://fbref.com/en/matches/56319719/Southampton-Watford-August-13-2016-Premier-League
15:00 (22:00),1,Sat,2016-08-13,Middlesbrough,1–1,Stoke City,"32,110",Riverside Stadium,Kevin Friend,Match Report,,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/matches/a80443d6/Middlesbrough-Stoke-City-August-13-2016-Premier-League,https://fbref.com/en/matches/a80443d6/Middlesbrough-Stoke-City-August-13-2016-Premier-League
17:30 (00:30),1,Sat,2016-08-13,Manchester City,2–1,Sunderland,"54,362",Etihad Stadium,Robert Madley,Match Report,,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/matches/69572f77/Manchester-City-Sunderland-August-13-2016-Premier-League,https://fbref.com/en/matches/69572f77/Manchester-City-Sunderland-August-13-2016-Premier-League
13:30 (20:30),1,Sun,2016-08-14,Bournemouth,1–3,Manchester Utd,"11,355",Vitality Stadium,Andre Marriner,Match Report,,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/matches/5e0de35a/Bournemouth-Manchester-United-August-14-2016-Premier-League,https://fbref.com/en/matches/5e0de35a/Bournemouth-Manchester-United-August-14-2016-Premier-League
16:00 (23:00),1,Sun,2016-08-14,Arsenal,3–4,Liverpool,"60,033",Emirates Stadium,Michael Oliver,Match Report,,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/matches/0e815975/Arsenal-Liverpool-August-14-2016-Premier-League,https://fbref.com/en/matches/0e815975/Arsenal-Liverpool-August-14-2016-Premier-League
20:00 (03:00),1,Mon,2016-08-15,Chelsea,2–1,West Ham,"41,521",Stamford Bridge,Anthony Taylor,Match Report,,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/matches/d2f7199a/Chelsea-West-Ham-United-August-15-2016-Premier-League,https://fbref.com/en/matches/d2f7199a/Chelsea-West-Ham-United-August-15-2016-Premier-League
20:00 (03:00),2,Fri,2016-08-19,Manchester Utd,2–0,Southampton,"75,326",Old Trafford,Anthony Taylor,Match Report,,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/matches/f85bb62d/Manchester-United-Southampton-August-19-2016-Premier-League,https://fbref.com/en/matches/f85bb62d/Manchester-United-Southampton-August-19-2016-Premier-League
12:30 (19:30),2,Sat,2016-08-20,Stoke City,1–4,Manchester City,"27,455",Bet365 Stadium,Mike Dean,Match Report,,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/matches/35ebe0a7/Stoke-City-Manchester-City-August-20-2016-Premier-League,https://fbref.com/en/matches/35ebe0a7/Stoke-City-Manchester-City-August-20-2016-Premier-League
15:00 (22:00),2,Sat,2016-08-20,Tottenham,1–0,Crystal Palace,"31,447",White Hart Lane,Michael Oliver,Match Report,,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/matches/be3e02db/Tottenham-Hotspur-Crystal-Palace-August-20-2016-Premier-League,https://fbref.com/en/matches/be3e02db/Tottenham-Hotspur-Crystal-Palace-August-20-2016-Premier-League
15:00 (22:00),2,Sat,2016-08-20,Watford,1–2,Chelsea,"20,772",Vicarage Road Stadium,Jonathan Moss,Match Report,,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/matches/f82b8b32/Watford-Chelsea-August-20-2016-Premier-League,https://fbref.com/en/matches/f82b8b32/Watford-Chelsea-August-20-2016-Premier-League
15:00 (22:00),2,Sat,2016-08-20,West Brom,1–2,Everton,"23,654",The Hawthorns,Niel Swarbrick,Match Report,,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/matches/7e874009/West-Bromwich-Albion-Everton-August-20-2016-Premier-League,https://fbref.com/en/matches/7e874009/West-Bromwich-Albion-Everton-August-20-2016-Premier-League
15:00 (22:00),2,Sat,2016-08-20,Swansea City,0–2,Hull City,"20,024",Liberty Stadium,Stuart Attwell,Match Report,,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/matches/2d418d07/Swansea-City-Hull-City-August-20-2016-Premier-League,https://fbref.com/en/matches/2d418d07/Swansea-City-Hull-City-August-20-2016-Premier-League
15:00 (22:00),2,Sat,2016-08-20,Burnley,2–0,Liverpool,"21,313",Turf Moor,Lee Mason,Match Report,,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/matches/d12b8249/Burnley-Liverpool-August-20-2016-Premier-League,https://fbref.com/en/matches/d12b8249/Burnley-Liverpool-August-20-2016-Premier-League
17:30 (00:30),2,Sat,2016-08-20,Leicester City,0–0,Arsenal,"32,008",King Power Stadium,Mark Clattenburg,Match Report,,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/matches/7dcbb8b3/Leicester-City-Arsenal-August-20-2016-Premier-League,https://fbref.com/en/matches/7dcbb8b3/Leicester-City-Arsenal-August-20-2016-Premier-League
13:30 (20:30),2,Sun,2016-08-21,Sunderland,1–2,Middlesbrough,"43,515",Stadium of Light,Martin Atkinson,Match Report,,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/matches/8cecbb4b/Sunderland-Middlesbrough-August-21-2016-Premier-League,https://fbref.com/en/matches/8cecbb4b/Sunderland-Middlesbrough-August-21-2016-Premier-League
16:00 (23:00),2,Sun,2016-08-21,West Ham,1–0,Bournemouth,"56,977",London Stadium,Craig Pawson,Match Report,,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/matches/186812e7/West-Ham-United-Bournemouth-August-21-2016-Premier-League,https://fbref.com/en/matches/186812e7/West-Ham-United-Bournemouth-August-21-2016-Premier-League
12:30 (19:30),3,Sat,2016-08-27,Tottenham,1–1,Liverpool,"31,211",White Hart Lane,Robert Madley,Match Report,,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/matches/ec67d2ad/Tottenham-Hotspur-Liverpool-August-27-2016-Premier-League,https://fbref.com/en/matches/ec67d2ad/Tottenham-Hotspur-Liverpool-August-27-2016-Premier-League
15:00 (22:00),3,Sat,2016-08-27,Chelsea,3–0,Burnley,"41,607",Stamford Bridge,Mark Clattenburg,Match Report,,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/matches/6069ad6a/Chelsea-Burnley-August-27-2016-Premier-League,https://fbref.com/en/matches/6069ad6a/Chelsea-Burnley-August-27-2016-Premier-League
15:00 (22:00),3,Sat,2016-08-27,Crystal Palace,1–1,Bournemouth,"23,503",Selhurst Park,Mike Dean,Match Report,,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/matches/4b134305/Crystal-Palace-Bournemouth-August-27-2016-Premier-League,https://fbref.com/en/matches/4b134305/Crystal-Palace-Bournemouth-August-27-2016-Premier-League
15:00 (22:00),3,Sat,2016-08-27,Southampton,1–1,Sunderland,"30,152",St. Mary's Stadium,Lee Mason,Match Report,,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/matches/928fc62b/Southampton-Sunderland-August-27-2016-Premier-League,https://fbref.com/en/matches/928fc62b/Southampton-Sunderland-August-27-2016-Premier-League
15:00 (22:00),3,Sat,2016-08-27,Leicester City,2–1,Swansea City,"31,727",King Power Stadium,Roger East,Match Report,,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/matches/f6b78ab8/Leicester-City-Swansea-City-August-27-2016-Premier-League,https://fbref.com/en/matches/f6b78ab8/Leicester-City-Swansea-City-August-27-2016-Premier-League
15:00 (22:00),3,Sat,2016-08-27,Watford,1–3,Arsenal,"20,545",Vicarage Road Stadium,Kevin Friend,Match Report,,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/matches/b123da8c/Watford-Arsenal-August-27-2016-Premier-League,https://fbref.com/en/matches/b123da8c/Watford-Arsenal-August-27-2016-Premier-League
15:00 (22:00),3,Sat,2016-08-27,Everton,1–0,Stoke City,"39,581",Goodison Park,Michael Oliver,Match Report,,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/matches/20d83945/Everton-Stoke-City-August-27-2016-Premier-League,https://fbref.com/en/matches/20d83945/Everton-Stoke-City-August-27-2016-Premier-League
17:30 (00:30),3,Sat,2016-08-27,Hull City,0–1,Manchester Utd,"24,560",Kingston Communications Stadium,Jonathan Moss,Match Report,,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/matches/a9c4fc8a/Hull-City-Manchester-United-August-27-2016-Premier-League,https://fbref.com/en/matches/a9c4fc8a/Hull-City-Manchester-United-August-27-2016-Premier-League
13:30 (20:30),3,Sun,2016-08-28,West Brom,0–0,Middlesbrough,"23,690",The Hawthorns,Anthony Taylor,Match Report,,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/matches/77cd4fac/West-Bromwich-Albion-Middlesbrough-August-28-2016-Premier-League,https://fbref.com/en/matches/77cd4fac/West-Bromwich-Albion-Middlesbrough-August-28-2016-Premier-League
16:00 (23:00),3,Sun,2016-08-28,Manchester City,3–1,West Ham,"54,008",Etihad Stadium,Andre Marriner,Match Report,,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/matches/9482a2ef/Manchester-City-West-Ham-United-August-28-2016-Premier-League,https://fbref.com/en/matches/9482a2ef/Manchester-City-West-Ham-United-August-28-2016-Premier-League
12:30 (19:30),4,Sat,2016-09-10,Manchester Utd,1–2,Manchester City,"75,272",Old Trafford,Mark Clattenburg,Match Report,,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/matches/a5978934/Manchester-Derby-Manchester-United-Manchester-City-September-10-2016-Premier-League,https://fbref.com/en/matches/a5978934/Manchester-Derby-Manchester-United-Manchester-City-September-10-2016-Premier-League
15:00 (22:00),4,Sat,2016-09-10,Bournemouth,1–0,West Brom,"11,184",Vitality Stadium,Kevin Friend,Match Report,,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/f6969dc1/Bournemouth-West-Bromwich-Albion-September-10-2016-Premier-League,https://fbref.com/en/matches/f6969dc1/Bournemouth-West-Bromwich-Albion-September-10-2016-Premier-League
15:00 (22:00),4,Sat,2016-09-10,Arsenal,2–1,Southampton,"59,962",Emirates Stadium,Robert Madley,Match Report,,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/matches/a8053d4d/Arsenal-Southampton-September-10-2016-Premier-League,https://fbref.com/en/matches/a8053d4d/Arsenal-Southampton-September-10-2016-Premier-League
15:00 (22:00),4,Sat,2016-09-10,Stoke City,0–4,Tottenham,"27,385",Bet365 Stadium,Anthony Taylor,Match Report,,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/d27f6889/Stoke-City-Tottenham-Hotspur-September-10-2016-Premier-League,https://fbref.com/en/matches/d27f6889/Stoke-City-Tottenham-Hotspur-September-10-2016-Premier-League
15:00 (22:00),4,Sat,2016-09-10,West Ham,2–4,Watford,"56,974",London Stadium,Martin Atkinson,Match Report,,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/matches/9fa09995/West-Ham-United-Watford-September-10-2016-Premier-League,https://fbref.com/en/matches/9fa09995/West-Ham-United-Watford-September-10-2016-Premier-League
15:00 (22:00),4,Sat,2016-09-10,Middlesbrough,1–2,Crystal Palace,"30,551",Riverside Stadium,Niel Swarbrick,Match Report,,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/matches/460cc0d3/Middlesbrough-Crystal-Palace-September-10-2016-Premier-League,https://fbref.com/en/matches/460cc0d3/Middlesbrough-Crystal-Palace-September-10-2016-Premier-League
15:00 (22:00),4,Sat,2016-09-10,Burnley,1–1,Hull City,"18,803",Turf Moor,Paul Tierney,Match Report,,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/matches/d4897924/Burnley-Hull-City-September-10-2016-Premier-League,https://fbref.com/en/matches/d4897924/Burnley-Hull-City-September-10-2016-Premier-League
17:30 (00:30),4,Sat,2016-09-10,Liverpool,4–1,Leicester City,"51,232",Anfield,Craig Pawson,Match Report,,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/matches/2fa09296/Liverpool-Leicester-City-September-10-2016-Premier-League,https://fbref.com/en/matches/2fa09296/Liverpool-Leicester-City-September-10-2016-Premier-League
16:00 (23:00),4,Sun,2016-09-11,Swansea City,2–2,Chelsea,"20,865",Liberty Stadium,Andre Marriner,Match Report,,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/matches/45194140/Swansea-City-Chelsea-September-11-2016-Premier-League,https://fbref.com/en/matches/45194140/Swansea-City-Chelsea-September-11-2016-Premier-League
20:00 (03:00),4,Mon,2016-09-12,Sunderland,0–3,Everton,"42,406",Stadium of Light,Mike Jones,Match Report,,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/matches/ee13fb62/Sunderland-Everton-September-12-2016-Premier-League,https://fbref.com/en/matches/ee13fb62/Sunderland-Everton-September-12-2016-Premier-League
20:00 (03:00),5,Fri,2016-09-16,Chelsea,1–2,Liverpool,"41,514",Stamford Bridge,Martin Atkinson,Match Report,,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/matches/a44af6cd/Chelsea-Liverpool-September-16-2016-Premier-League,https://fbref.com/en/matches/a44af6cd/Chelsea-Liverpool-September-16-2016-Premier-League
15:00 (22:00),5,Sat,2016-09-17,Leicester City,3–0,Burnley,"31,916",King Power Stadium,Anthony Taylor,Match Report,,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/matches/9b325ce3/Leicester-City-Burnley-September-17-2016-Premier-League,https://fbref.com/en/matches/9b325ce3/Leicester-City-Burnley-September-17-2016-Premier-League
15:00 (22:00),5,Sat,2016-09-17,Manchester City,4–0,Bournemouth,"54,335",Etihad Stadium,Jonathan Moss,Match Report,,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/matches/d44a966c/Manchester-City-Bournemouth-September-17-2016-Premier-League,https://fbref.com/en/matches/d44a966c/Manchester-City-Bournemouth-September-17-2016-Premier-League
15:00 (22:00),5,Sat,2016-09-17,Hull City,1–4,Arsenal,"22,536",Kingston Communications Stadium,Roger East,Match Report,,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/matches/f2805e6a/Hull-City-Arsenal-September-17-2016-Premier-League,https://fbref.com/en/matches/f2805e6a/Hull-City-Arsenal-September-17-2016-Premier-League
15:00 (22:00),5,Sat,2016-09-17,West Brom,4–2,West Ham,"22,209",The Hawthorns,Mark Clattenburg,Match Report,,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/matches/3f0bdaca/West-Bromwich-Albion-West-Ham-United-September-17-2016-Premier-League,https://fbref.com/en/matches/3f0bdaca/West-Bromwich-Albion-West-Ham-United-September-17-2016-Premier-League
17:30 (00:30),5,Sat,2016-09-17,Everton,3–1,Middlesbrough,"39,074",Goodison Park,Lee Mason,Match Report,,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/matches/5a03c66a/Everton-Middlesbrough-September-17-2016-Premier-League,https://fbref.com/en/matches/5a03c66a/Everton-Middlesbrough-September-17-2016-Premier-League
12:00 (19:00),5,Sun,2016-09-18,Watford,3–1,Manchester Utd,"21,118",Vicarage Road Stadium,Michael Oliver,Match Report,,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/matches/a4e34811/Watford-Manchester-United-September-18-2016-Premier-League,https://fbref.com/en/matches/a4e34811/Watford-Manchester-United-September-18-2016-Premier-League
14:15 (21:15),5,Sun,2016-09-18,Southampton,1–0,Swansea City,"29,087",St. Mary's Stadium,Mike Jones,Match Report,,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/matches/22f8d532/Southampton-Swansea-City-September-18-2016-Premier-League,https://fbref.com/en/matches/22f8d532/Southampton-Swansea-City-September-18-2016-Premier-League
14:15 (21:15),5,Sun,2016-09-18,Crystal Palace,4–1,Stoke City,"23,781",Selhurst Park,Craig Pawson,Match Report,,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/matches/41d0fbe4/Crystal-Palace-Stoke-City-September-18-2016-Premier-League,https://fbref.com/en/matches/41d0fbe4/Crystal-Palace-Stoke-City-September-18-2016-Premier-League
16:30 (23:30),5,Sun,2016-09-18,Tottenham,1–0,Sunderland,"31,251",White Hart Lane,Mike Dean,Match Report,,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/matches/53afbf61/Tottenham-Hotspur-Sunderland-September-18-2016-Premier-League,https://fbref.com/en/matches/53afbf61/Tottenham-Hotspur-Sunderland-September-18-2016-Premier-League
12:30 (19:30),6,Sat,2016-09-24,Manchester Utd,4–1,Leicester City,"75,256",Old Trafford,Mike Dean,Match Report,,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/matches/dee23b07/Manchester-United-Leicester-City-September-24-2016-Premier-League,https://fbref.com/en/matches/dee23b07/Manchester-United-Leicester-City-September-24-2016-Premier-League
15:00 (22:00),6,Sat,2016-09-24,Middlesbrough,1–2,Tottenham,"32,703",Riverside Stadium,Graham Scott,Match Report,,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/4f2d1718/Middlesbrough-Tottenham-Hotspur-September-24-2016-Premier-League,https://fbref.com/en/matches/4f2d1718/Middlesbrough-Tottenham-Hotspur-September-24-2016-Premier-League
15:00 (22:00),6,Sat,2016-09-24,Stoke City,1–1,West Brom,"27,645",Bet365 Stadium,Martin Atkinson,Match Report,,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/aaad3544/Stoke-City-West-Bromwich-Albion-September-24-2016-Premier-League,https://fbref.com/en/matches/aaad3544/Stoke-City-West-Bromwich-Albion-September-24-2016-Premier-League
15:00 (22:00),6,Sat,2016-09-24,Sunderland,2–3,Crystal Palace,"38,941",Stadium of Light,Anthony Taylor,Match Report,,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/matches/a4b57066/Sunderland-Crystal-Palace-September-24-2016-Premier-League,https://fbref.com/en/matches/a4b57066/Sunderland-Crystal-Palace-September-24-2016-Premier-League
15:00 (22:00),6,Sat,2016-09-24,Liverpool,5–1,Hull City,"53,109",Anfield,Andre Marriner,Match Report,,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/matches/0f9dbd65/Liverpool-Hull-City-September-24-2016-Premier-League,https://fbref.com/en/matches/0f9dbd65/Liverpool-Hull-City-September-24-2016-Premier-League
15:00 (22:00),6,Sat,2016-09-24,Swansea City,1–3,Manchester City,"20,786",Liberty Stadium,Niel Swarbrick,Match Report,,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/matches/71c49db4/Swansea-City-Manchester-City-September-24-2016-Premier-League,https://fbref.com/en/matches/71c49db4/Swansea-City-Manchester-City-September-24-2016-Premier-League
15:00 (22:00),6,Sat,2016-09-24,Bournemouth,1–0,Everton,"11,291",Vitality Stadium,Robert Madley,Match Report,,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/matches/f3490f43/Bournemouth-Everton-September-24-2016-Premier-League,https://fbref.com/en/matches/f3490f43/Bournemouth-Everton-September-24-2016-Premier-League
17:30 (00:30),6,Sat,2016-09-24,Arsenal,3–0,Chelsea,"60,028",Emirates Stadium,Michael Oliver,Match Report,,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/matches/61b1eca2/North-West-London-Derby-Arsenal-Chelsea-September-24-2016-Premier-League,https://fbref.com/en/matches/61b1eca2/North-West-London-Derby-Arsenal-Chelsea-September-24-2016-Premier-League
16:00 (23:00),6,Sun,2016-09-25,West Ham,0–3,Southampton,"56,864",London Stadium,Jonathan Moss,Match Report,,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/matches/2055592c/West-Ham-United-Southampton-September-25-2016-Premier-League,https://fbref.com/en/matches/2055592c/West-Ham-United-Southampton-September-25-2016-Premier-League
20:00 (03:00),6,Mon,2016-09-26,Burnley,2–0,Watford,"18,519",Turf Moor,Mike Jones,Match Report,,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/matches/efaafb09/Burnley-Watford-September-26-2016-Premier-League,https://fbref.com/en/matches/efaafb09/Burnley-Watford-September-26-2016-Premier-League
